STUDENTYEARMODULE,SID,NUMHUS,COURSETITLE,MODULENAME,CREDITS,LEVEL,SEMESTER,AGEONENTRY,SEX,ETHNICITY,ETHNICITYDETAILED,DISABLETYPE,CARELEAVER,IMDQUINTILE,ACCOMMODATIONTYPE,COMMUTELENGTH,OFSENTQUALGRPCODE,OFSENTQUALGRPLABEL,HESATARIFFGRPCODE,HESATARIFFGRPLABEL,TARIFFPOINTS,STATEMARKERLABEL,SCHOLARSHIPANY,GREATSTARTACCESS,BURSARY,CLASSIFICATION,MABSEQ,ASSTYPECODE,ASSTYPENAME,ASSPERC,HASMC,ACCEPTEDMC,MODULEGRADE
"C1T_0.1V!^$PW>%]:Z!KF""",0.1019396225747327,0.0,BSc Psychology FT,Social Psychology,0.0,0.0,SEM1,-0.32407149626510107,Female,Asian,Asian - Bangladeshi or Bangladeshi British,Not disabled,Not a care leaver,Quintile 2,Commuter,6-10 miles,-0.003127774153192253,"A-levels (DDD or lower), other level 3 qualification (105 tariff points or higher) or two A-levels and one BTEC",2,41 - 65 points,-0.8125604098154902,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:01,-0.9841894013026808,SSY,Essay,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,-0.9327953335315508
"C1T_0.1V!^$PW>%]:Z!KF""",0.1019396225747327,0.0,BSc Psychology FT,Social Psychology,0.0,0.0,SEM1,-0.32407149626510107,Female,Asian,Asian - Bangladeshi or Bangladeshi British,Not disabled,Not a care leaver,Quintile 2,Commuter,6-10 miles,-0.003127774153192253,"A-levels (DDD or lower), other level 3 qualification (105 tariff points or higher) or two A-levels and one BTEC",2,41 - 65 points,-0.8125604098154902,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:01,0.6220280334895573,EXC,Examination - closed book,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,-0.24118999048088136
"C2_^FK3_@XZ7?""WB+Z0W5,",0.1019396225747327,0.0,BSc Psychology FT,Social Psychology,0.0,0.0,SEM1,0.21847998887276293,Female,Black,Black - African or African British,Not disabled,Not a care leaver,Quintile 3,Commuter,6-10 miles,-0.8354449382869168,A-levels (BCC or higher) or international baccalaureate,6,106 - 115 points,0.44311091240075695,Unknown,Not a scholarship student,Other low income students,Other low income students,02:01,-0.9841894013026808,SSY,Essay,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,0.10303846554433718
"C2_^FK3_@XZ7?""WB+Z0W5,",0.1019396225747327,0.0,BSc Psychology FT,Social Psychology,0.0,0.0,SEM1,0.21847998887276293,Female,Black,Black - African or African British,Not disabled,Not a care leaver,Quintile 3,Commuter,6-10 miles,-0.8354449382869168,A-levels (BCC or higher) or international baccalaureate,6,106 - 115 points,0.44311091240075695,Unknown,Not a scholarship student,Other low income students,Other low income students,02:01,0.6220280334895573,EXC,Examination - closed book,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,-1.0115061085373174
C2^FKRTEPG#!12PP5<LN[0,0.1019396225747327,0.0,BSc Psychology FT,Cognitive Psychology,0.0,0.0,SEM1,-0.32407149626510107,Female,Asian,Asian - Pakistani or Pakistani British,Not disabled,Not a care leaver,Quintile 2,Commuter,6-10 miles,-0.003127774153192253,"A-levels (DDD or lower), other level 3 qualification (105 tariff points or higher) or two A-levels and one BTEC",6,106 - 115 points,0.2924303537348073,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:01,-0.9841894013026808,CWK,Coursework,-0.39689379082727955,-0.20816990425703272,-0.20294373961704976,0.30138961855886903
C2^FKRTEPG#!12PP5<LN[0,0.1019396225747327,0.0,BSc Psychology FT,Cognitive Psychology,0.0,0.0,SEM1,-0.32407149626510107,Female,Asian,Asian - Pakistani or Pakistani British,Not disabled,Not a care leaver,Quintile 2,Commuter,6-10 miles,-0.003127774153192253,"A-levels (DDD or lower), other level 3 qualification (105 tariff points or higher) or two A-levels and one BTEC",6,106 - 115 points,0.2924303537348073,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:01,0.6220280334895573,EXC,Examination - closed book,0.8747760484773625,-0.20816990425703272,-0.20294373961704976,0.03482246053933963
C2I`[2ORVZPEGA0XIA1X\$,0.1019396225747327,0.0,BSc Psychology FT,Biological Psychology,0.0,0.0,SEM2,-0.32407149626510107,Female,Black,Black - African or African British,Not disabled,Not known / not applicable,Quintile 2,Commuter,6-10 miles,2.077665136181119,"Access or foundation courses, or other level 3 qualification (66 tariff points or higher)",5,91 - 105 points,-0.008930763597091992,State school leaver,Not a scholarship student,Other students,Other students,02:01,-0.9841894013026808,PRE,Presentation,-1.668563630131922,4.803768362045622,4.927473997901967,-0.2590310994821886
C2I`[2ORVZPEGA0XIA1X\$,0.1019396225747327,0.0,BSc Psychology FT,Biological Psychology,0.0,0.0,SEM2,-0.32407149626510107,Female,Black,Black - African or African British,Not disabled,Not known / not applicable,Quintile 2,Commuter,6-10 miles,2.077665136181119,"Access or foundation courses, or other level 3 qualification (66 tariff points or higher)",5,91 - 105 points,-0.008930763597091992,State school leaver,Not a scholarship student,Other students,Other students,02:01,0.6220280334895573,EXC,Examination - closed book,2.146445887782005,-0.20816990425703272,-0.20294373961704976,2.0655604556881175
C3>$6GH$;X+V:'*7O@GB9-,0.1019396225747327,0.0,BSc Psychology and Counselling FT,Individual Differences,0.0,0.0,SEM1,0.21847998887276293,Female,Asian,Asian - Indian or Indian British,Not disabled,Not a care leaver,Quintile 2,Commuter,10-15 miles,2.077665136181119,"Access or foundation courses, or other level 3 qualification (66 tariff points or higher)",Z9,Not known or zero tariff points,-2.4198197022522865,State school leaver,Not a scholarship student,Other students,Other students,02:01,-0.9841894013026808,CWK,Coursework,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,0.38849620956525055
C3>$6GH$;X+V:'*7O@GB9-,0.1019396225747327,0.0,BSc Psychology and Counselling FT,Individual Differences,0.0,0.0,SEM1,0.21847998887276293,Female,Asian,Asian - Indian or Indian British,Not disabled,Not a care leaver,Quintile 2,Commuter,10-15 miles,2.077665136181119,"Access or foundation courses, or other level 3 qualification (66 tariff points or higher)",Z9,Not known or zero tariff points,-2.4198197022522865,State school leaver,Not a scholarship student,Other students,Other students,02:01,0.6220280334895573,EXC,Examination - closed book,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,0.07785101754249242
"C3C""*-'H'>:_B`DBX\A-A#",0.1019396225747327,0.0,BSc Psychology FT,Cognitive Psychology,0.0,0.0,SEM1,-0.32407149626510107,Male,Asian,Asian - Bangladeshi or Bangladeshi British,Not disabled,Not a care leaver,Quintile 4,Commuter,6-10 miles,-0.8354449382869168,A-levels (BCC or higher) or international baccalaureate,6,106 - 115 points,0.3928840595121071,State school leaver,Not a scholarship student,Other students,Other students,02:01,-0.9841894013026808,CWK,Coursework,-0.39689379082727955,-0.20816990425703272,-0.20294373961704976,-0.3146533804862638
"C3C""*-'H'>:_B`DBX\A-A#",0.1019396225747327,0.0,BSc Psychology FT,Cognitive Psychology,0.0,0.0,SEM1,-0.32407149626510107,Male,Asian,Asian - Bangladeshi or Bangladeshi British,Not disabled,Not a care leaver,Quintile 4,Commuter,6-10 miles,-0.8354449382869168,A-levels (BCC or higher) or international baccalaureate,6,106 - 115 points,0.3928840595121071,State school leaver,Not a scholarship student,Other students,Other students,02:01,0.6220280334895573,EXC,Examination - closed book,0.8747760484773625,-0.20816990425703272,-0.20294373961704976,-2.1323475446194333
"C3DYMN)<$3=G<-0'"",CDM(",0.1019396225747327,0.0,BSc Psychology FT,Social Psychology,0.0,0.0,SEM1,-0.052795753696169075,Female,Other,Arab,Not disabled,Not a care leaver,Quintile 2,Unknown,Not known,1.2453479720473946,BTECs (lower than DDM),3,66 - 80 points,-0.4107455867062911,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:01,-0.9841894013026808,SSY,Essay,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,0.6445685975840109
"C3DYMN)<$3=G<-0'"",CDM(",0.1019396225747327,0.0,BSc Psychology FT,Social Psychology,0.0,0.0,SEM1,-0.052795753696169075,Female,Other,Arab,Not disabled,Not a care leaver,Quintile 2,Unknown,Not known,1.2453479720473946,BTECs (lower than DDM),3,66 - 80 points,-0.4107455867062911,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:01,0.6220280334895573,EXC,Examination - closed book,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,-1.4396927245686872
"C3IC8=-]`RKV![>'7%N""F*",0.1019396225747327,0.0,BSc Cognitive and Clinical Neuroscience FT,Cognitive Psychology,0.0,0.0,SEM1,-0.052795753696169075,Female,Asian,Asian - Pakistani or Pakistani British,Not disabled,Not a care leaver,Quintile 2,Commuter,6-10 miles,2.4938237182479814,"None, unknown or other entry qualifications",1,Less than 41 points,-1.817097467588488,State school leaver,Not a scholarship student,Other students,Other students,02:01,-0.9841894013026808,CWK,Coursework,-0.39689379082727955,-0.20816990425703272,-0.20294373961704976,0.5018397255735543
"C3IC8=-]`RKV![>'7%N""F*",0.1019396225747327,0.0,BSc Cognitive and Clinical Neuroscience FT,Cognitive Psychology,0.0,0.0,SEM1,-0.052795753696169075,Female,Asian,Asian - Pakistani or Pakistani British,Not disabled,Not a care leaver,Quintile 2,Commuter,6-10 miles,2.4938237182479814,"None, unknown or other entry qualifications",1,Less than 41 points,-1.817097467588488,State school leaver,Not a scholarship student,Other students,Other students,02:01,0.6220280334895573,EXC,Examination - closed book,0.8747760484773625,-0.20816990425703272,-0.20294373961704976,1.202890361624916
"C6/6""*()%6$>7-)!Y,9>*.",0.1019396225747327,0.0,BSc Psychology FT,Social Psychology,0.0,0.0,SEM1,-0.32407149626510107,Female,Asian,Asian - Indian or Indian British,Not disabled,Not a care leaver,Quintile 1,Commuter,3-6 miles,-0.4192863562200545,A-levels (CDD or higher),5,91 - 105 points,0.14174979506885765,State school leaver,Not a scholarship student,Other students,Other students,02:01,-0.9841894013026808,SSY,Essay,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,-0.3387913514880319
"C6/6""*()%6$>7-)!Y,9>*.",0.1019396225747327,0.0,BSc Psychology FT,Social Psychology,0.0,0.0,SEM1,-0.32407149626510107,Female,Asian,Asian - Indian or Indian British,Not disabled,Not a care leaver,Quintile 1,Commuter,3-6 miles,-0.4192863562200545,A-levels (CDD or higher),5,91 - 105 points,0.14174979506885765,State school leaver,Not a scholarship student,Other students,Other students,02:01,0.6220280334895573,EXC,Examination - closed book,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,1.9805528186818895
C6RK!G%*V;PW-O%>M0]7U',0.1019396225747327,0.0,BSc Psychology and Counselling FT,Social Psychology,0.0,0.0,SEM1,2.659961671993151,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Mental health condition,Not known / not applicable,Quintile 2,Other inc. Private Halls,6-10 miles,0.41303080791367,HE-level,Z5,Not in the standard tariff population,-2.4198197022522865,Unknown,Not a scholarship student,Other students,Other students,1st,-0.9841894013026808,SSY,Essay,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,-1.617054337581682
C6RK!G%*V;PW-O%>M0]7U',0.1019396225747327,0.0,BSc Psychology and Counselling FT,Social Psychology,0.0,0.0,SEM1,2.659961671993151,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Mental health condition,Not known / not applicable,Quintile 2,Other inc. Private Halls,6-10 miles,0.41303080791367,HE-level,Z5,Not in the standard tariff population,-2.4198197022522865,Unknown,Not a scholarship student,Other students,Other students,1st,0.6220280334895573,EXC,Examination - closed book,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,0.8376723655981586
"C9YRKL:9A""3A)B!X166B/)",0.1019396225747327,0.0,BSc Psychology FT,Social Psychology,0.0,0.0,SEM1,-0.32407149626510107,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not known / not applicable,Quintile 3,Commuter,3-6 miles,-0.4192863562200545,A-levels (CDD or higher),3,66 - 80 points,-0.4107455867062911,State school leaver,Not a scholarship student,Other students,Other students,02:01,-0.9841894013026808,SSY,Essay,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,0.15131440754787412
"C9YRKL:9A""3A)B!X166B/)",0.1019396225747327,0.0,BSc Psychology FT,Social Psychology,0.0,0.0,SEM1,-0.32407149626510107,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not known / not applicable,Quintile 3,Commuter,3-6 miles,-0.4192863562200545,A-levels (CDD or higher),3,66 - 80 points,-0.4107455867062911,State school leaver,Not a scholarship student,Other students,Other students,02:01,0.6220280334895573,EXC,Examination - closed book,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,-0.5161529645010264
C31.[:<T0$8DY3MJ]56)@/,0.1019396225747327,0.0,BSc Psychology FT,Cognitive Psychology,0.0,0.0,SEM1,-0.052795753696169075,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Cognitive/learning difficulties,Not a care leaver,Quintile 1,Unknown,Not known,-0.4192863562200545,A-levels (CDD or higher),6,106 - 115 points,0.3928840595121071,State school leaver,Not a scholarship student,Other students,"Bursary recipients (<£1,000 received in year)",1st,-0.9841894013026808,CWK,Coursework,-0.39689379082727955,-0.20816990425703272,-0.20294373961704976,0.41683208856732756
C31.[:<T0$8DY3MJ]56)@/,0.1019396225747327,0.0,BSc Psychology FT,Cognitive Psychology,0.0,0.0,SEM1,-0.052795753696169075,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Cognitive/learning difficulties,Not a care leaver,Quintile 1,Unknown,Not known,-0.4192863562200545,A-levels (CDD or higher),6,106 - 115 points,0.3928840595121071,State school leaver,Not a scholarship student,Other students,"Bursary recipients (<£1,000 received in year)",1st,0.6220280334895573,EXC,Examination - closed book,0.8747760484773625,-0.20816990425703272,-0.20294373961704976,0.28564746355771586
"CB=)\[-U$;R=@$]MBLC1#,",0.1019396225747327,0.0,BSc Psychology FT,Biological Psychology,0.0,0.0,SEM2,-0.32407149626510107,Female,Asian,Asian - Bangladeshi or Bangladeshi British,Not disabled,Not a care leaver,Quintile 1,Commuter,6-10 miles,-0.003127774153192253,"A-levels (DDD or lower), other level 3 qualification (105 tariff points or higher) or two A-levels and one BTEC",3,66 - 80 points,-0.4107455867062911,State school leaver,Not a scholarship student,Other students,Other students,02:01,-0.9841894013026808,PRE,Presentation,-1.668563630131922,-0.20816990425703272,-0.20294373961704976,0.9090368016033876
"CB=)\[-U$;R=@$]MBLC1#,",0.1019396225747327,0.0,BSc Psychology FT,Biological Psychology,0.0,0.0,SEM2,-0.32407149626510107,Female,Asian,Asian - Bangladeshi or Bangladeshi British,Not disabled,Not a care leaver,Quintile 1,Commuter,6-10 miles,-0.003127774153192253,"A-levels (DDD or lower), other level 3 qualification (105 tariff points or higher) or two A-levels and one BTEC",3,66 - 80 points,-0.4107455867062911,State school leaver,Not a scholarship student,Other students,Other students,02:01,0.6220280334895573,EXC,Examination - closed book,2.146445887782005,-0.20816990425703272,-0.20294373961704976,0.700190878588086
"CB$K80Q!@Z/X)?S?-D6(B,",0.1019396225747327,0.0,BSc Cognitive and Clinical Neuroscience FT,Social Psychology,0.0,0.0,SEM1,-0.32407149626510107,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not a care leaver,Quintile 4,Unknown,Not known,-0.4192863562200545,A-levels (CDD or higher),5,91 - 105 points,0.19197664795750755,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:01,-0.9841894013026808,SSY,Essay,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,-0.13099490547280845
"CB$K80Q!@Z/X)?S?-D6(B,",0.1019396225747327,0.0,BSc Cognitive and Clinical Neuroscience FT,Social Psychology,0.0,0.0,SEM1,-0.32407149626510107,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not a care leaver,Quintile 4,Unknown,Not known,-0.4192863562200545,A-levels (CDD or higher),5,91 - 105 points,0.19197664795750755,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:01,0.6220280334895573,EXC,Examination - closed book,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,0.7977922395952374
CBZCL8(6UO94#Q0>9`SV=+,0.1019396225747327,0.0,BSc Psychology FT,Individual Differences,0.0,0.0,SEM1,-0.052795753696169075,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Cognitive/learning difficulties,Not a care leaver,Quintile 1,Unknown,Not known,-0.4192863562200545,A-levels (CDD or higher),6,106 - 115 points,0.3928840595121071,State school leaver,Not a scholarship student,Other students,"Bursary recipients (<£1,000 received in year)",1st,-0.9841894013026808,CWK,Coursework,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,-0.2632290074824961
CBZCL8(6UO94#Q0>9`SV=+,0.1019396225747327,0.0,BSc Psychology FT,Individual Differences,0.0,0.0,SEM1,-0.052795753696169075,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Cognitive/learning difficulties,Not a care leaver,Quintile 1,Unknown,Not known,-0.4192863562200545,A-levels (CDD or higher),6,106 - 115 points,0.3928840595121071,State school leaver,Not a scholarship student,Other students,"Bursary recipients (<£1,000 received in year)",1st,0.6220280334895573,EXC,Examination - closed book,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,0.47980070857194024
"CEB-DU""*\`0IF?RJ*4A_,#",0.1019396225747327,0.0,BSc Psychology FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,-0.32407149626510107,Female,Black,Black - African or African British,Not disabled,Not a care leaver,Quintile 1,Commuter,6-10 miles,-0.4192863562200545,A-levels (CDD or higher),5,91 - 105 points,-0.008930763597091992,State school leaver,Not a scholarship student,Other students,Other students,02:02,-0.9841894013026808,ICN,In-Class Test/Assignment non exam conditions,-1.668563630131922,-0.20816990425703272,-0.20294373961704976,1.5628609726512876
"CEB-DU""*\`0IF?RJ*4A_,#",0.1019396225747327,0.0,BSc Psychology FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,-0.32407149626510107,Female,Black,Black - African or African British,Not disabled,Not a care leaver,Quintile 1,Commuter,6-10 miles,-0.4192863562200545,A-levels (CDD or higher),5,91 - 105 points,-0.008930763597091992,State school leaver,Not a scholarship student,Other students,Other students,02:02,0.6220280334895573,CWK,Coursework,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,1.1409712186203793
"CEB-DU""*\`0IF?RJ*4A_,#",0.1019396225747327,0.0,BSc Psychology FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,-0.32407149626510107,Female,Black,Black - African or African British,Not disabled,Not a care leaver,Quintile 1,Commuter,6-10 miles,-0.4192863562200545,A-levels (CDD or higher),5,91 - 105 points,-0.008930763597091992,State school leaver,Not a scholarship student,Other students,Other students,02:02,2.2282454682817954,EXC,Examination - closed book,-1.032728710479601,-0.20816990425703272,-0.20294373961704976,1.1556638966214556
CEW\>]!&1R@'$(<7L%F8M-,0.1019396225747327,0.0,BSc Psychology and Counselling FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,2.659961671993151,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Mental health condition,Not known / not applicable,Quintile 2,Other inc. Private Halls,6-10 miles,0.41303080791367,HE-level,Z5,Not in the standard tariff population,-2.4198197022522865,Unknown,Not a scholarship student,Other students,Other students,1st,-0.9841894013026808,ICN,In-Class Test/Assignment non exam conditions,-1.668563630131922,-0.20816990425703272,-0.20294373961704976,-0.46682754549741284
CEW\>]!&1R@'$(<7L%F8M-,0.1019396225747327,0.0,BSc Psychology and Counselling FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,2.659961671993151,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Mental health condition,Not known / not applicable,Quintile 2,Other inc. Private Halls,6-10 miles,0.41303080791367,HE-level,Z5,Not in the standard tariff population,-2.4198197022522865,Unknown,Not a scholarship student,Other students,Other students,1st,0.6220280334895573,CWK,Coursework,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,0.852365043599235
CEW\>]!&1R@'$(<7L%F8M-,0.1019396225747327,0.0,BSc Psychology and Counselling FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,2.659961671993151,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Mental health condition,Not known / not applicable,Quintile 2,Other inc. Private Halls,6-10 miles,0.41303080791367,HE-level,Z5,Not in the standard tariff population,-2.4198197022522865,Unknown,Not a scholarship student,Other students,Other students,1st,2.2282454682817954,EXC,Examination - closed book,-1.032728710479601,-0.20816990425703272,-0.20294373961704976,0.8429197505985427
"CF_UKKGO11W)<D.G.,<T9$",0.1019396225747327,0.0,BSc Psychology and Counselling FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,-0.32407149626510107,Female,Asian,Asian - Indian or Indian British,Not disabled,Not a care leaver,Quintile 2,Unknown,Not known,0.8291893899805323,"BTECs (at least DDM), or one A-level and two BTECs",4,81 - 90 points,-0.20983817515169154,State school leaver,Not a scholarship student,Other students,Other students,02:02,-0.9841894013026808,ICN,In-Class Test/Assignment non exam conditions,-1.668563630131922,-0.20816990425703272,-0.20294373961704976,1.487298628645752
"CF_UKKGO11W)<D.G.,<T9$",0.1019396225747327,0.0,BSc Psychology and Counselling FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,-0.32407149626510107,Female,Asian,Asian - Indian or Indian British,Not disabled,Not a care leaver,Quintile 2,Unknown,Not known,0.8291893899805323,"BTECs (at least DDM), or one A-level and two BTECs",4,81 - 90 points,-0.20983817515169154,State school leaver,Not a scholarship student,Other students,Other students,02:02,0.6220280334895573,CWK,Coursework,0.23894112882504143,4.803768362045622,4.927473997901967,0.024327690538570604
"CF_UKKGO11W)<D.G.,<T9$",0.1019396225747327,0.0,BSc Psychology and Counselling FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,-0.32407149626510107,Female,Asian,Asian - Indian or Indian British,Not disabled,Not a care leaver,Quintile 2,Unknown,Not known,0.8291893899805323,"BTECs (at least DDM), or one A-level and two BTECs",4,81 - 90 points,-0.20983817515169154,State school leaver,Not a scholarship student,Other students,Other students,02:02,2.2282454682817954,EXC,Examination - closed book,-1.032728710479601,-0.20816990425703272,-0.20294373961704976,1.413835238640371
"CF)93_64.,=OL!O>[FN9\#",0.1019396225747327,0.0,BSc Psychology FT,Individual Differences,0.0,0.0,SEM1,-0.32407149626510107,Male,Asian,Asian - Bangladeshi or Bangladeshi British,Not disabled,Not a care leaver,Quintile 4,Commuter,6-10 miles,-0.8354449382869168,A-levels (BCC or higher) or international baccalaureate,6,106 - 115 points,0.3928840595121071,State school leaver,Not a scholarship student,Other students,Other students,02:01,-0.9841894013026808,CWK,Coursework,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,-0.11630222747173197
"CF)93_64.,=OL!O>[FN9\#",0.1019396225747327,0.0,BSc Psychology FT,Individual Differences,0.0,0.0,SEM1,-0.32407149626510107,Male,Asian,Asian - Bangladeshi or Bangladeshi British,Not disabled,Not a care leaver,Quintile 4,Commuter,6-10 miles,-0.8354449382869168,A-levels (BCC or higher) or international baccalaureate,6,106 - 115 points,0.3928840595121071,State school leaver,Not a scholarship student,Other students,Other students,02:01,0.6220280334895573,EXC,Examination - closed book,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,-1.7566347785919076
CF`[=B6*D#FM^$_2R.-MK*,0.1019396225747327,0.0,BSc Cognitive and Clinical Neuroscience FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,-0.32407149626510107,Female,Asian,Asian - Bangladeshi or Bangladeshi British,Not disabled,Not a care leaver,Quintile 3,Commuter,3-6 miles,-0.4192863562200545,A-levels (CDD or higher),3,66 - 80 points,-0.4107455867062911,Other school leaver,Not a scholarship student,Other students,Other students,02:01,-0.9841894013026808,ICN,In-Class Test/Assignment non exam conditions,-1.668563630131922,-0.20816990425703272,-0.20294373961704976,-1.047188326539931
CF`[=B6*D#FM^$_2R.-MK*,0.1019396225747327,0.0,BSc Cognitive and Clinical Neuroscience FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,-0.32407149626510107,Female,Asian,Asian - Bangladeshi or Bangladeshi British,Not disabled,Not a care leaver,Quintile 3,Commuter,3-6 miles,-0.4192863562200545,A-levels (CDD or higher),3,66 - 80 points,-0.4107455867062911,Other school leaver,Not a scholarship student,Other students,Other students,02:01,0.6220280334895573,CWK,Coursework,0.23894112882504143,4.803768362045622,4.927473997901967,0.9950939156096917
CF`[=B6*D#FM^$_2R.-MK*,0.1019396225747327,0.0,BSc Cognitive and Clinical Neuroscience FT,Introduction to Psychological Research Methods,0.0,0.0,SEM2,-0.32407149626510107,Female,Asian,Asian - Bangladeshi or Bangladeshi British,Not disabled,Not a care leaver,Quintile 3,Commuter,3-6 miles,-0.4192863562200545,A-levels (CDD or higher),3,66 - 80 points,-0.4107455867062911,Other school leaver,Not a scholarship student,Other students,Other students,02:01,2.2282454682817954,EXC,Examination - closed book,-1.032728710479601,-0.20816990425703272,-0.20294373961704976,-1.1101569465445444
"CG9W/HKFK^:)6N""HA)]%E%",0.1019396225747327,0.0,BSc Psychology FT,Developmental Psychology,0.0,0.0,SEM2,-0.052795753696169075,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Care leaver,Unknown / non-UK,Other inc. Private Halls,3-6 miles,2.077665136181119,"Access or foundation courses, or other level 3 qualification (66 tariff points or higher)",Z5,Not in the standard tariff population,-2.4198197022522865,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:02,-0.9841894013026808,SSY,Essay,-0.39689379082727955,-0.20816990425703272,-0.20294373961704976,0.26150949255594774
"CG9W/HKFK^:)6N""HA)]%E%",0.1019396225747327,0.0,BSc Psychology FT,Developmental Psychology,0.0,0.0,SEM2,-0.052795753696169075,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Care leaver,Unknown / non-UK,Other inc. Private Halls,3-6 miles,2.077665136181119,"Access or foundation courses, or other level 3 qualification (66 tariff points or higher)",Z5,Not in the standard tariff population,-2.4198197022522865,State school leaver,Not a scholarship student,Other low income students,Other low income students,02:02,0.6220280334895573,EXC,Examination - closed book,0.8747760484773625,-0.20816990425703272,-0.20294373961704976,0.0883457875432607
CIC_7PQ$-6UXRJC/7?7@/#,0.1019396225747327,0.0,BSc Psychology and Counselling FT,Social Psychology,0.0,0.0,SEM1,0.489755731441695,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not known / not applicable,Quintile 3,Other inc. Private Halls,3-6 miles,2.077665136181119,"Access or foundation courses, or other level 3 qualification (66 tariff points or higher)",Z5,Not in the standard tariff population,-2.4198197022522865,State school leaver,Not a scholarship student,Other students,Other students,1st,-0.9841894013026808,SSY,Essay,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,0.32657706656071456
CIC_7PQ$-6UXRJC/7?7@/#,0.1019396225747327,0.0,BSc Psychology and Counselling FT,Social Psychology,0.0,0.0,SEM1,0.489755731441695,Female,White,"White - English, Scottish, Welsh, Northern Irish or British",Not disabled,Not known / not applicable,Quintile 3,Other inc. Private Halls,3-6 miles,2.077665136181119,"Access or foundation courses, or other level 3 qualification (66 tariff points or higher)",Z5,Not in the standard tariff population,-2.4198197022522865,State school leaver,Not a scholarship student,Other students,Other students,1st,0.6220280334895573,EXC,Examination - closed book,0.23894112882504143,-0.20816990425703272,-0.20294373961704976,1.7780037576670509
